index,pagerank,betweenness,closeness,eigenvector,katz,local_clustering,degree
RHOD,0.0001095525538021409,0.0001301373759277209,0.24867991522312807,0.012915518995489032,0.009541092267325049,0.022198731501057084,10
SNRNP70,1.4784263789659234e-05,0.0,0.23491147870891607,0.0,0.00628292979582771,0.0,3
CXCR4,1.4784263789659234e-05,0.0,0.22161839415466478,0.0,0.00628292979582771,0.0,3
SSX2,3.339023165644466e-05,5.490702983113304e-05,0.20776906973850875,8.668319780758669e-05,0.006416448290437611,0.0,1
KRT83,3.8467417984717486e-05,6.510468942835478e-05,0.26272650781122436,0.0021121722291940204,0.007096830258414675,0.0,11
CEP290,1.4784263789659234e-05,0.0,0.23692666452700595,0.0,0.00628292979582771,0.0,3
PPP1R3B,1.4784263789659234e-05,0.0,0.20676718741414063,0.0,0.00628292979582771,0.0,3
DVL2,0.00016525146984550128,0.0,0.0,0.014509067639682025,0.010548436497637077,0.012025901942645698,0
S1PR5,0.00036513078548557195,0.0023490794657685457,0.3139241403039962,0.03193943271981741,0.016102569818944937,0.01425421729990258,87
RBM15B,2.4195138501874592e-05,0.0,0.0,0.0005888273612508787,0.0065147643808402276,0.0,0
EFCAB11,3.232881746068574e-05,0.0,0.0,0.0027570312099968316,0.006914876677926716,0.06666666666666667,0
MED13L,1.5215256000252288e-05,4.395026656753623e-08,0.21061980806650848,3.968366699009353e-06,0.006346474813119067,0.0,1
C1orf159,1.4784263789659234e-05,0.0,0.20033569563593348,0.0,0.00628292979582771,0.0,1
DHCR7,8.763497424274442e-05,0.00011982611511079666,0.25079008469015057,0.011978775299745163,0.009242935043358672,0.017543859649122806,9
KY,3.594540973146483e-05,4.714566320568602e-06,0.23336745226963054,0.0018693764721162908,0.007095880309869619,0.03636363636363636,1
RBM28,8.255517842626143e-05,0.0005120350968206782,0.29340781670613614,0.01088519877873811,0.008902159752302529,0.012277951933124347,61
GLA,6.206702068395471e-05,2.0877497704261234e-05,0.22587285202500987,0.008693195049803929,0.008127350156188151,0.015789473684210527,3
ATAD2,2.3698940269491166e-05,9.904267621556745e-07,0.21954060876277268,0.0006405247814218478,0.006591460325661579,0.0,2
ZC3H11A,3.470264612888858e-05,3.222033303242944e-05,0.26786588944887463,0.0019116906016694855,0.007073744451150051,0.0,8
RHPN2,4.3604156194678994e-05,7.342326121464001e-05,0.2740876798834265,0.005633788187208688,0.007657904643947722,0.015126050420168067,21
