index,pagerank,betweenness,closeness,eigenvector,katz,local_clustering,degree
CYTIP,0.00012801915300711777,7.471114731715447e-05,0.23417011470323623,0.009363946808458368,0.009245447938311287,0.005285412262156448,10
C9orf16,1.4812297755154002e-05,0.0,0.23087250505277968,0.0,0.006281744711590068,0.0,3
RBMY1F,1.4812297755154002e-05,0.0,0.23684758377210985,0.0,0.006281744711590068,0.0,3
BPHL,1.791451664264174e-05,6.688633030031526e-07,0.22104914283400062,0.00012062346620806478,0.006419753987363202,0.0,1
SLC16A11,4.53433065020082e-05,3.4847763467182534e-05,0.2396458425497869,0.003959858321590805,0.007265732793433342,0.004761904761904762,11
CD79A,1.4812297755154002e-05,0.0,0.2381344893291606,0.0,0.006281744711590068,0.0,3
SEC61G,1.4812297755154002e-05,0.0,0.22184782954409718,0.0,0.006281744711590068,0.0,3
PGAP3,0.0001472379853290862,0.0,0.0,0.01835261611318167,0.010867844344958645,0.020351526364477335,0
MLNR,0.00032301051489469745,0.002154598183527328,0.3046157427085189,0.033343314919505436,0.016193314205408555,0.013228734040916783,87
KCNJ5,1.9563438266197878e-05,0.0,0.0,0.00022274543413089497,0.006487060749014837,0.0,0
TEAD2,2.7568990614211914e-05,0.0,0.0,0.0018001306333328816,0.006820469887455614,0.0,0
LAMA3,1.5957840024434435e-05,1.474740690801166e-07,0.22488224629823156,7.826394533962305e-05,0.00635236371941363,0.0,1
CALCRL,1.4812297755154002e-05,0.0,0.21688648803378205,0.0,0.006281744711590068,0.0,1
CD46,9.991538210639975e-05,0.0001446103304942382,0.23244306041075483,0.010909629219364409,0.009135077374241218,0.022941970310391364,9
SGTA,2.615391807850932e-05,1.3374126753480287e-06,0.2103342065467695,0.003106933713968731,0.007170971093047796,0.07272727272727272,1
C19orf73,0.00010957378157206265,0.0004917630407416125,0.2947666467157649,0.009342912823811115,0.008814473853375944,0.01123301985370951,61
MBOAT7,7.632138380257207e-05,8.948003825813477e-06,0.22083394776331952,0.0038569507490291174,0.007683302561286957,0.005263157894736842,3
C1R,2.2395296063262314e-05,1.8614604314857887e-06,0.21585757078954992,0.003534383853909411,0.00682544448906285,0.0,2
KRT27,4.741314046213537e-05,6.128671864585998e-05,0.22996640152204628,0.003906268228821279,0.007265814715085245,0.0196078431372549,8
NUP98,5.352066197412855e-05,7.823658017326956e-05,0.2690810151251086,0.0038170397989448776,0.007474950284515008,0.015126050420168067,21
GPR143,7.149852429872584e-05,6.113398129751094e-05,0.2355660996562089,0.0020932667304740956,0.006859563615834201,0.0,7
EXD1,5.7506040076678366e-05,9.523636757091425e-05,0.27487877657591425,0.00442775113808035,0.007634003747104463,0.01893939393939394,18
