index,pagerank,betweenness,closeness,eigenvector,katz,local_clustering,degree
GBP7,9.929113645439265e-05,0.0003747187258278152,0.3928096383076225,0.0115031349725026,0.0,0.07022510000678012,196
MANBA,1.1474739205869915e-05,0.0,0.0,0.0003675858422665374,0.0,0.027777777777777776,0
HIG1 domain-containing protein,9.299628300508346e-06,3.9883270749615384e-08,0.29811991609962407,4.0171290737362515e-05,0.0,0.027777777777777776,7
TOP2A,8.908644256589285e-06,9.076810887189292e-10,0.2659794341842651,7.3085376751106276e-06,0.0,0.3333333333333333,2
DCAF4L1,3.8178685143125854e-05,7.749306171798043e-07,0.2937577803925297,0.0027377269256369913,0.0,0.07435897435897436,3
SMARCB1,9.640748704280784e-06,8.181457093330357e-09,0.26525127470540194,0.0001203049583191091,0.0,0.0,1
CIZ1,8.799822619776295e-06,0.0,0.28593646083795776,0.0,0.0,0.0,3
MCTP2,1.4612634957757676e-05,1.8772728222466872e-05,0.4076755171296133,0.0004995653361932736,0.0,0.05289396887159533,249
SLC12A6,0.00014542013208369557,5.168119800053944e-05,0.2458152146109349,0.012230247984038342,0.0,0.0677698975571316,2
WWP2,2.160495074157085e-05,1.9938049616241713e-06,0.31602291911797836,0.0015431213352228874,0.0,0.11740890688259109,16
H3-5,1.9410123484565233e-05,4.6291459964487664e-07,0.2952260363908901,0.0008389564910501504,0.0,0.06719367588932806,8
DYNLRB2,0.0001449276465002132,0.00015088810661119758,0.347047287733785,0.012629929454525301,0.0,0.06148282097649186,55
RERGL,1.2033553383017658e-05,1.5375485194348584e-07,0.28908528162886915,0.0003003088089922692,0.0,0.0,8
LAD1,8.517095181367836e-05,6.519104646339664e-05,0.3514469398543152,0.010738690901676014,0.0,0.0805770887166236,70
MYBPC2,2.760645230198818e-05,8.794838956101767e-07,0.3096996981633598,0.0012068673474568393,0.0,0.11333333333333333,4
EXT1,9.932255237343323e-06,9.270298527217396e-07,0.33835626950421976,0.00010146630840671906,0.0,0.036585365853658534,38
GPR4,0.00013381221468234726,0.00031659279773680314,0.3859270817345736,0.01281104386641972,0.0,0.061687244730294355,158
F12,1.1353698751920753e-05,3.090253361585903e-07,0.2928727340938651,0.0005349250779436563,0.0,0.10476190476190476,7
GCAT,1.0126130278537759e-05,7.0836479009210335e-09,0.2622508142766931,0.0002752236478908728,0.0,0.09523809523809523,1
RETREG2,2.2913757677819186e-05,3.192992852939218e-05,0.39426339932806914,0.0009494056338439171,0.0,0.05582089552238806,184
POLE,6.485645282180005e-05,7.002925240047398e-05,0.3535734383792378,0.006324717414576427,0.0,0.07368012422360248,72
SERPINB11,3.567775086278708e-05,0.0001022405911700962,0.40828260091058544,0.0036511356448922293,0.0,0.04598528611311081,299
EPYC,1.7061705667315524e-05,9.604065096742765e-07,0.30208471888265753,0.0013597896256383351,0.0,0.06153846153846154,5
TNNI3K,0.00011441932758931813,5.29429366114655e-05,0.29934090482764647,0.0032882747804899794,0.0,0.06693803708729082,12
