index,pagerank,betweenness,closeness,eigenvector,katz,local_clustering,degree
SCN7A,0.00010474813367017854,0.00032857488436276443,0.39579816169569726,0.008827382778456674,0.0,0.06290256966574005,196
TMEM9,1.0696268922694728e-05,0.0,0.0,0.0005467549169430518,0.0,0.027777777777777776,0
MAGEA9,1.1443604854338343e-05,1.1843694191631662e-07,0.30220664722630747,0.000139963159557659,0.0,0.0,7
GABARAPL2,8.893263320112486e-06,8.32184301180167e-09,0.2797002097508388,0.0,0.0,0.0,2
SCGB2A1,2.938627714401523e-05,1.3058832803569179e-06,0.2965160894254565,0.0021502900206583964,0.0,0.07564102564102564,3
CFAP53,9.988305662447196e-06,7.3732636620406475e-09,0.23053409730392535,0.00022770819260664707,0.0,0.3333333333333333,1
SLC30A3,8.774872185756495e-06,0.0,0.2809084087924643,0.0,0.0,0.0,3
AAK1,1.3967956266356051e-05,2.359010449068807e-05,0.4033585716477798,0.0005674531071699349,0.0,0.04398711089494164,249
PRRT4,0.0001873453360584701,5.350585329637964e-05,0.2950921710066035,0.013080753059250261,0.0,0.07778903523584374,2
CEP78,2.4392168766400024e-05,5.5419709149096005e-06,0.32287989631822683,0.0025719306051332834,,0.1349527665317139,16
RUBCN,2.9020903122176026e-05,1.3541840847615838e-06,0.29505380194741204,0.0015024099891517908,0.0,0.07905138339920949,8
MUS81,0.00012243720392482425,9.443194894973885e-05,0.35573745331759205,0.011141240406406063,0.0,0.07258093110661987,55
KIF19,9.976039407309717e-06,2.1429636412415205e-07,0.30296635459828253,0.0003922583146114004,0.0,0.16666666666666666,8
RND2,0.00011620063268629903,0.00015063328845589947,0.3545275489844452,0.011482903169770268,,0.07472006890611542,70
ARHGAP11B,2.5537377393299624e-05,5.295210566720346e-07,0.2846549342609901,0.0012070868760475572,0.0,0.04666666666666667,4
AOPEP,1.394917814344512e-05,2.429288062032465e-06,0.3471879742841508,0.0002056947772318388,0.0,0.0524390243902439,38
XPR1,0.00012129763442075851,0.00032276188667312107,0.3927763851229906,0.012437962184700923,0.0,0.06841619329295964,158
TRIL,1.1744551046565069e-05,6.249245030099453e-07,0.288815845568775,0.0008830823903311419,0.0,0.0761904761904762,7
SKA2,1.1044507057160309e-05,4.94221630565471e-09,0.23198444774133373,0.0003478687034063327,0.0,0.14285714285714285,1
GUCA1A,2.9990260588766158e-05,4.745504632857345e-05,0.39305349499492287,0.001129595368671539,0.0,0.057313432835820896,184
TIFAB,6.62693885294045e-05,6.551602155662428e-05,0.3639296737776789,0.005049010134991203,0.0,0.06801242236024845,72
MEGF6,3.6299833640539235e-05,0.0001147077952082116,0.41025903378178374,0.0022042678256110363,0.0,0.047670886520464244,299
NEURL4,2.125800085098837e-05,6.501929532566382e-07,0.29526611074160036,0.0009601462377708955,0.0,0.04,5
CXCL8,4.2103544227393274e-05,7.661553356175638e-06,0.32072952371203123,0.0030596769180782813,0.0,0.050203527815468114,12
SCGB1C2,2.274810341207583e-05,4.630763017810316e-06,0.32839054586376487,0.0019645199304761034,0.0,0.03915838690824079,27
CWC27,3.1079096340368495e-05,1.0737907421948328e-05,0.33288569430939063,0.0020660272069011223,0.0,0.05443371378402107,44
PRDM5,5.342350381168802e-05,1.0864004825785256e-06,0.2898313466686868,0.0035244253424218035,0.0,0.12692307692307692,4
ULBP3,2.3283763461267263e-05,3.620146168237245e-06,0.3085682372401149,0.0010150642448961487,0.0,0.04183535762483131,18
PGAP4,8.774872185756495e-06,0.0,0.2676028717109088,0.0,0.0,0.0,3
FAM219B,8.774872185756495e-06,0.0,0.2827313654268989,0.0,0.0,0.0,1
UXT,5.918687233397329e-05,4.663819117846492e-05,0.3537073037635243,0.005653253812552593,0.0,0.08098663926002056,57
GFPT1,9.244745422878468e-06,0.0,0.0,0.00019293021191190327,0.0,0.0,0
CSNK2A2,4.0191377195382745e-05,0.0001893140258698499,0.40535120478841635,0.0037124053483560773,0.0,0.044670715188043164,315
HTR1F,8.774872185756495e-06,0.0,0.235341314097639,0.0,0.0,0.0,2
SLC9A8,1.081300435519074e-05,3.0041725214479877e-07,0.3179123821216774,0.00011144190713979416,0.0,0.0380952380952381,14
H3BRN7,3.051098086132633e-05,0.00010168208887768637,0.40642809638303623,0.001372787019059226,0.0,0.05223880597014925,247
NEURL1B,9.520630454330677e-06,0.0,0.0,0.0003561817467146127,0.0,0.0,0
CRHBP,1.714197476505086e-05,9.772209914675136e-07,0.3092392694530715,0.000619394144944883,0.0,0.07333333333333333,17
HSD3B7,1.0448863913441094e-05,0.0,0.0,0.000305045554298153,0.0,0.0,0
HENMT1,8.774872185756495e-06,0.0,0.30667792159065604,0.0,0.0,0.1388888888888889,9
SNURF,4.886345085448239e-05,0.00012976493473159233,0.40097116352036,0.004508446606420577,0.0,0.05557633495412642,217
MED15,6.30922584682683e-05,1.921764670114439e-05,0.3250490271311383,0.00455260668109035,0.0,0.06808408982322026,43
SIX4,2.1577234196912128e-05,4.937255231744541e-05,0.33370508688455197,0.0008119789821284779,0.0,0.09872241579558652,25
