index,pagerank,betweenness,closeness,eigenvector,katz,local_clustering,degree
ASCC3,0.00010789655253241512,0.00025222136479783605,0.4031752528094259,0.00938156280038603,0.0,0.06105498677876466,196
ADRA2C,1.1354846789629293e-05,0.0,0.0,0.0003627094538869383,0.0,0.027777777777777776,0
GFRA4,9.320204753849516e-06,3.8846402447620614e-08,0.3135570675806585,0.00022820856244533473,0.0,0.1388888888888889,7
BHLHA9,8.8543619654574e-06,6.1210038253608e-09,0.2524590303712384,8.800666613007243e-05,0.0,0.0,2
NUDT1,3.0281346086476538e-05,8.276139664719684e-07,0.2729319077096094,0.00234438962979013,0.0,0.07564102564102564,3
GMDS,9.917852948537256e-06,1.7015094899168203e-08,0.2871924080421303,0.00021995382719148325,0.0,0.0,1
ATL2,8.780988888467444e-06,0.0,0.2904094404938258,0.0,0.0,0.3333333333333333,3
MRPL12,2.1918783702013532e-05,2.804774868789401e-05,0.4032264115550124,0.00033590378306236855,0.0,0.04730058365758755,249
MEDAG,0.0001285751483138938,3.4430470771269087e-06,0.29256322368306004,0.01087224524376501,0.0,0.06360463807272318,2
RSPO1,2.1725514095314817e-05,9.043547951791046e-06,0.3149588172097574,0.002548833922515773,0.0,0.05398110661268556,16
POTEM,1.608155055696485e-05,5.625632017750748e-07,0.30920516362267975,0.0008812895734081375,0.0,0.06719367588932806,8
KRT80,0.00013655655084269833,8.777083411948734e-05,0.364672328234461,0.011289461287153323,0.0,0.07109172783037265,55
H2AB3,1.0866177194690955e-05,2.6385242163756987e-07,0.29079909960605116,0.0002963218826786099,0.0,0.0,8
MT-CO1,8.126218718782182e-05,9.351714564621364e-05,0.35940383008470106,0.010321466579506583,0.0,0.07820844099913868,70
CCDC71L,2.3191507681903416e-05,7.098994691237883e-07,0.27730512781158334,0.0013591027676540543,0.0,0.043333333333333335,4
VWA3B,1.1213853438987137e-05,1.360477759089094e-06,0.33432581299768044,0.00037533294283276637,0.0,0.05121951219512195,38
