index,pagerank,betweenness,closeness,eigenvector,katz,local_clustering,degree
FAM102A,1.0947833114521325e-05,1.0754646849736183e-06,0.2981456390446083,9.023976677883873e-05,0.0013641847536033174,0.015151515151515152,11
MYH11,1.3935217468139152e-05,0.0,0.0,0.0008604034654668037,0.0019987473876769096,0.0,0
TSC22D3,1.1059692300828207e-05,0.0,0.0,0.00011767203262368122,0.001422597624043428,0.0,0
EBLN2,4.95955384229991e-05,1.586629647322006e-06,0.24862130100752908,0.0024526656731635177,0.0034746631032969307,0.07384615384615385,2
SAMD13,1.0858946248348532e-05,0.0,0.0,1.1082472026545756e-05,0.0013039031877424899,0.0,0
KCNMA1,3.588283946474362e-05,2.7774290803013267e-05,0.33629216695249187,0.0028161563936345063,0.0037742766251158363,0.06009615384615385,39
AKR7A2,5.2268148430519295e-05,7.2706539944673524e-06,0.28846735949952196,0.0036544014662677916,0.004566927873660352,0.06826241134751773,10
RNF121,9.793292441788553e-05,2.6569397138410898e-05,0.30638516126858745,0.007536632634182148,0.008082378163649739,0.06184291898577613,18
HDGFRP2,2.069071319306944e-05,3.3203839790372266e-05,0.29517287189315367,0.0009752906384576685,0.0021699392303441774,0.0915032679738562,7
CBY1,0.00012099636299185473,5.0097162864501695e-05,0.31397064829358035,0.007255824151670431,0.007918152803905988,0.051138294257560314,27
GCM2,1.83765767882328e-05,1.3859120530434037e-07,0.2579504014298594,0.0008570067753773692,0.0020882426906081984,0.045454545454545456,1
C2orf40,7.541387864332752e-05,4.75386705041e-05,0.3199786432582874,0.008972634494938986,0.009024905808108982,0.08446939321037156,20
NCKAP5,1.1453848673720147e-05,1.5791723243098997e-07,0.27628104415006216,0.00021741787361761057,0.001487250582101564,0.07142857142857142,5
DNASE1,7.002997626758478e-05,7.791210169220379e-05,0.31213430483681714,0.006839908622435113,0.007134364679159036,0.081377151799687,26
FAM163A,1.180865825935485e-05,0.0,0.0,0.00010404901682492032,0.0013754602244179794,0.0,0
NTN1,4.786023696861126e-05,7.510793981965326e-07,0.23668560906350783,0.002305587793199173,0.0034007326335552426,0.046798029556650245,2
EVX1,0.0001248927296993879,6.807121241977078e-05,0.2979811993407685,0.009766387771055998,0.009955493523745543,0.07354627354627355,19
CDC14B,4.400212526990264e-05,0.0001302454981429605,0.3606253993878293,0.0034189005951709823,0.004430565349748031,0.05568268497330282,75
ABCC10,0.0001885252864169303,2.400097717638632e-05,0.283739928218265,0.012867825174291345,0.012934793237233226,0.05533912696034362,3
RRP36,5.1694235496705744e-05,6.110336537138752e-05,0.29769580216302965,0.004449140224808649,0.005342805064725923,0.05970149253731343,18
ARAP1-AS2,1.7574568126234657e-05,7.621622302995821e-07,0.2692871316622584,0.0005556091815056515,0.00174595316990378,0.03636363636363636,8
CA12,1.0861233147917362e-05,0.0,0.0,8.096517534013595e-05,0.0013581075132209157,0.0,0
C15orf32,1.6003514778321586e-05,0.0,0.0,0.0002156889621946141,0.001473472779847243,0.0,0
