index,pagerank,betweenness,closeness,eigenvector,katz,local_clustering,degree
RBM5,1.1162389661532329e-05,2.3444968443670645e-07,0.29848364731824384,0.00019429067604532179,0.0014382391183064129,0.030303030303030304,11
KLF2,1.2476259733920026e-05,0.0,0.0,0.0012275016163426275,0.0022804402064102135,0.1,0
MIR140,1.4618241420535267e-05,0.0,0.0,0.0004015674394405132,0.0016381580531374638,0.3333333333333333,0
TMED2,2.5291153207428676e-05,2.235687257295604e-06,0.2987404567315449,0.001922476031812607,0.003055295134558639,0.07692307692307693,2
H2AFZ,1.0743460998344521e-05,0.0,0.0,3.3469106908956053e-06,0.0012920898112215307,0.0,0
PRPF8,4.469649795157694e-05,3.1642459027438116e-05,0.3222438031816017,0.003038943620492214,0.003941264430890017,0.04038461538461539,39
MFN1,4.560582917271858e-05,1.0193719354032718e-05,0.30186577203776815,0.00386548812533651,0.004728407542847142,0.08067375886524823,10
UQCRC1,9.700586985025427e-05,4.3489629898816886e-05,0.3114527629233109,0.007304032238702691,0.007944811962731656,0.05194805194805195,18
RXFP1,2.2250938056392033e-05,3.4422227122237404e-06,0.3034179194833663,0.0009789381055689832,0.0021696267549208823,0.12418300653594772,7
ZNF137P,9.199894132971766e-05,6.870543547028047e-05,0.31950442269527596,0.010062926068549237,0.010041039470052159,0.07152565409446143,27
MLF2,1.607848998077383e-05,1.2240084807985603e-07,0.24257739116228522,0.0009643881532565314,0.002158728177349879,0.10606060606060606,1
ESRRA,6.235488036706394e-05,3.9287669660505954e-05,0.31483332612629084,0.0070384519344096905,0.0075451033089812755,0.07858861267040898,20
PUS7,1.4229487875277696e-05,4.1218044799822446e-05,0.2569981165708045,5.875463204656221e-05,0.0013608194259081656,0.0,5
HPCA,6.344158392402306e-05,2.5906181453363737e-05,0.3198239330036877,0.004532081339589201,0.005351519122272169,0.06338028169014084,26
C16orf87,1.1320460255411898e-05,0.0,0.0,1.2630970608364822e-05,0.0012992717827720606,0.0,0
PRRT2,2.9274809225052108e-05,3.442114027059473e-06,0.2583977158616346,0.00351591220511285,0.004318889862660418,0.09359605911330049,2
CCDC27,0.00010569754620656635,4.342280245089184e-05,0.30464635253754924,0.011065091219440236,0.010967392318922015,0.05389025389025389,19
FCGRT,3.973037608728052e-05,0.00011016838205572925,0.3366965997376108,0.003631755045218419,0.00459082325933222,0.04805491990846682,75
MAZ,0.0002002523501276524,5.366870659756111e-06,0.2589001638391115,0.015423740466995075,0.014915237784030094,0.059134951553291376,3
MAGEB2,0.0001301437738623921,9.731719739191629e-05,0.301221346171369,0.005706170490180414,0.006305293457875377,0.08735733099209833,18
TLL1,1.3135102465427851e-05,2.9352582016651507e-07,0.2740037524443589,0.00013014892865640946,0.0014150360679824135,0.01818181818181818,8
RAB4B-EGLN2,1.08457341344201e-05,0.0,0.0,9.201354960708302e-05,0.0013592984457164862,0.0,0
GLP2R,1.0994376724759837e-05,0.0,0.0,0.0003292061620477613,0.0015565734224161911,0.0,0
ZNF396,6.19468308550327e-05,9.158252656619677e-05,0.32685400060533937,0.006825011776409237,0.007223439643443572,0.06613891726251277,34
KIF21B,0.00020853103633440367,2.8844377237982114e-05,0.28230801754662094,0.01625111779319224,0.015730205017133698,0.06650003787018102,6
C17orf59,1.549843654041113e-05,6.504358145985028e-07,0.2907397264222759,0.0004690603273338632,0.0016743488019945445,0.06060606060606061,9
UBQLNL,1.0711364668114447e-05,0.0,0.0,2.9519224855730992e-05,0.0013129141339119738,0.0,0
IL24,5.9358696828197435e-05,5.308809381524099e-05,0.314228298523484,0.005899469494818908,0.006548502445928332,0.05173572228443449,38
NMNAT3,2.5172907842360395e-05,1.886238458688671e-05,0.36062035448822305,0.00021549134215367074,0.0014677857181840538,0.03473389355742297,83
TLE4,4.111409905815326e-05,2.875783425412591e-06,0.26551943247280657,0.00373118615771614,0.0046389302138353395,0.050505050505050504,7
MOXD1,2.02706979329187e-05,7.036802503839425e-06,0.30635657350414863,0.0014899246345662558,0.002657338968407337,0.0367816091954023,12
TAF1D,1.0764544736704284e-05,1.5039993139615882e-09,0.186411743084833,0.0,0.0012897565528734473,0.0,1
DMTN,3.3104018524208867e-05,8.797753165791175e-06,0.30420912790498505,0.0022222665042050485,0.003271027062150802,0.05920444033302498,25
TXNRD3NB,2.1281872677883622e-05,2.5397327554176604e-06,0.30041200013449815,0.0011930876154634415,0.0023960363072409144,0.05333333333333334,9
TBC1D19,0.0001073133712495486,5.792075424620359e-05,0.31891080617491263,0.013646799247881838,0.013336181316979515,0.08320847068224953,19
MBIP,1.2680280423356452e-05,8.621601684559009e-06,0.3683281202703496,0.00022319685934916517,0.0015394673714493648,0.02586859305125559,164
NOTCH2NL,1.2327860408671008e-05,4.2827098556352327e-07,0.3105589748763596,9.463717340575398e-05,0.0013631546589015291,0.06593406593406594,13
SPATS2L,1.1104530991650312e-05,2.1866889066984193e-06,5.044899606497831e-05,0.00011202961311037992,0.0014023475925094763,0.0,1
CYP2E1,4.436177932055861e-05,1.3556499326839652e-05,0.30182421167434464,0.004232167149422107,0.0049855640978830745,0.0784313725490196,16
PABPC1,7.112972744016765e-05,2.133926005551914e-06,0.2532922774598595,0.0066438453386652874,0.007449716438465869,0.05642080517190714,1
FAM69A,1.2199885106977678e-05,0.0,0.0,0.000409600069312208,0.0016318325076190355,0.0,0
HPX,4.352317129909272e-05,0.0,0.0,0.0037942423003956313,0.004497340140066972,0.11231884057971014,0
GYG2,3.324865741925934e-05,8.85478972739982e-06,0.3199466922274465,0.000970869702784757,0.002203039931973402,0.03492063492063492,22
LRRC3,9.005377164918842e-05,0.0004372267530632576,0.3727466115090414,0.007693285976689745,0.008204028557200416,0.03965018206716255,174
ATPIF1,1.1417001724995078e-05,0.0,0.0,0.00020916608185203185,0.0014503167887332986,0.0,0
TLE2,2.01729677343353e-05,8.234541204676992e-07,0.268913809091377,0.0004400476245505081,0.0016782350845723495,0.12727272727272726,6
MORC1,1.206558987272644e-05,1.889454719628723e-07,0.27988562491890273,0.0005362888362498535,0.0017427445317753395,0.05555555555555555,5
SPATA22,3.2320778274462416e-05,0.00020607323184173687,0.3912151481518307,0.0023713316638911087,0.003461690593302671,0.03146473779385172,288
MFSD1,5.6763574726993696e-05,4.5200650148367625e-05,0.33133218982270557,0.004672533611594987,0.005483765557148154,0.06526610644257703,37
RBPMS2,1.0668083613939723e-05,3.9093671057945996e-09,0.3021079272188796,3.002302557291667e-07,0.0012904744310055574,0.05555555555555555,8
RGPD3,3.076517595467244e-05,1.2433463623941755e-06,0.2215673061677223,0.0017458624847283453,0.002815268481740925,0.0392156862745098,2
SHISA3,1.3399754162559989e-05,0.0,0.0,0.00020907488016088684,0.0014882764971451644,0.16666666666666666,0
POTEG,0.0001141831908351495,0.0003227270440625425,0.35759005145792055,0.010023605782282494,0.010082186400234843,0.06244568590937306,93
GSTT1,0.00010911471125087956,0.0012208430267447096,0.4125836612517589,0.013543999823239884,0.01330467655232594,0.04036532047390714,415
HMGB1P1,2.0050534112460395e-05,1.1776455243759578e-06,0.25740855518878963,0.0015686993387808614,0.0026360185337462394,0.15384615384615385,2
TFIP11,1.0700300942328087e-05,1.6836750165946737e-09,0.22832452878233267,3.809671212223622e-05,0.0013184399912835893,0.0,1
SARNP,4.54470053529739e-05,1.1750874803783686e-05,0.30220341996143024,0.0037463547548762174,0.0046210411483007035,0.0576271186440678,23
TPRA1,2.3802911787512683e-05,1.2778348349803976e-07,0.25284244057828126,0.0007448863693469169,0.00190862192769817,0.0,1
PCDHAC1,1.1054883188516894e-05,0.0,0.0,5.4774772496854e-05,0.0013325714537474216,0.0,0
MIR10B,1.0664927277105952e-05,0.0,0.29488279016577945,0.0,0.001276986686013314,0.01818181818181818,11
CDK6,1.2771144909211634e-05,0.0,0.0,0.0004385007513535874,0.0016840272901445011,0.3,0
UBL7,3.075668434532694e-05,6.23751552567645e-05,0.2924449024892696,0.0025306672758068473,0.0034240800136042756,0.06507936507936508,20
SH3GL1,2.461797160479877e-05,0.0,0.0,0.001602769520747279,0.0026982258572567286,0.05714285714285714,0
ENPP4,1.167201302316389e-05,6.09969212711516e-07,0.32285591766719274,0.00018882693091802538,0.0014578274888800277,0.017316017316017316,19
IL1R2,1.4711395958915355e-05,0.0,0.0,0.0006716587044718356,0.0018461480923657766,0.16666666666666666,0
HOXB5,1.2378038682443586e-05,0.0,0.0,0.00014010308443710323,0.001409603835495578,0.0,0
RRP9,2.802349351766067e-05,5.462559714042605e-06,0.3036491440486654,0.0023390683409585723,0.0032439825493425258,0.047619047619047616,22
NPAS2,0.00013945754949074016,6.664694343973992e-05,0.2908678908956123,0.012206720929008673,0.012273885159278668,0.06638908165625723,5
CDKN2C,0.00035446803311570135,0.001475558175706885,0.3716485050280252,0.03386218938267837,0.03141032231606658,0.04425299890948746,207
GID8,1.2956643378186416e-05,0.0,0.0,0.00028590335102345786,0.0015559642903478033,0.1,0
G0S2,4.687197175697576e-05,4.1794987778142104e-05,0.3137851881747128,0.003864409771661893,0.004646190887412953,0.061955965181771634,31
NFYA,3.3986068600582696e-05,9.715847689667635e-06,0.29424208791575523,0.0027346682173272144,0.0037825445857323707,0.03699788583509514,12
SERPINC1,1.4062019336148863e-05,0.0,0.0,0.0008022781338374777,0.002062831840743997,0.0641025641025641,0
PTCD2,4.628249702991701e-05,3.9399681573653724e-05,0.3162235563178508,0.00431697285814766,0.004979456954012677,0.06079664570230608,24
PTGER4,1.1851160571105476e-05,1.680170999074067e-05,0.33383998539376286,0.0008004920151836603,0.0019317596632778794,0.03822055137844611,54
MYL7,1.0664927277105952e-05,0.0,0.2682819954739919,0.0,0.001276986686013314,0.0,4
DMXL2,0.00015092155084166613,9.247501319318763e-05,0.3126450408636442,0.009564692814358294,0.009939549394671853,0.05945945945945946,10
ZFP36L2,8.34632974856439e-05,0.0006011281793941323,0.3931725691991522,0.01082738648590769,0.010765642796783903,0.039473684210526314,308
PCK1,1.0682087602321214e-05,0.0,0.0,4.142095431346703e-05,0.0013214171615307125,0.0,0
GOLGA8G,1.3244818241984533e-05,1.1526315318939786e-06,0.3143796455116779,0.0004934408499191884,0.0016908590751102865,0.06842105263157895,17
LRRTM3,0.00012683604181494527,0.00020100330626464513,0.33603655870576316,0.011862041343839284,0.011830272974533604,0.06509052820589556,51
USP17L1,6.961583407451413e-05,3.281695873716584e-05,0.3047598627786956,0.007703371815430415,0.008172645064551287,0.0668859649122807,20
STAG3L4,2.2534613655292147e-05,2.4223314309396098e-05,0.32415077523285846,0.0014344607440849749,0.0025976955892775717,0.07112375533428165,21
SCGB3A1,0.00011149878800036938,0.0001497518784992176,0.3299431607977165,0.008094702162024245,0.00851045700251986,0.04926495342834699,55
NAMPT,1.4288451607578818e-05,1.3647559123525997e-07,0.26133096463284095,0.0007855576278902842,0.0019430950708573117,0.1388888888888889,4
SCN3B,0.0001338391875428399,7.097222120050389e-05,0.2972241040498221,0.00594791579506592,0.00661332873823406,0.04560954816709292,8
POLR3K,2.4682671801822886e-05,0.00022110369982033607,0.4399900783640837,0.0011369007062256194,0.0022536659917857214,0.027705340588776172,807
FOXD2,0.00017979148249392627,0.0032847477603940916,0.4589740355833469,0.01109287803517224,0.01135901497542268,0.027228904583891836,1181
