,params,mean_test_score,std_test_score,min_test_score,max_test_score
61,"{'var_thresh__threshold': 0.15, 'imputer__weights': 'uniform', 'imputer__n_neighbors': 5, 'clf__n_estimators': 500, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__max_depth': 40, 'clf__criterion': 'gini', 'clf__class_weight': 'balanced', 'clf__bootstrap': True}",0.4560502607871028,0.07215369707224525,0.27850877192982454,0.6126126126126126
26,"{'var_thresh__threshold': 0.2, 'imputer__weights': 'uniform', 'imputer__n_neighbors': 15, 'clf__n_estimators': 500, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 2, 'clf__max_features': 'log2', 'clf__max_depth': 80, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__bootstrap': False}",0.4556347256347257,0.06704225397957463,0.26535087719298245,0.5811403508771931
24,"{'var_thresh__threshold': 0.2, 'imputer__weights': 'distance', 'imputer__n_neighbors': 15, 'clf__n_estimators': 1000, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 1, 'clf__max_features': 'log2', 'clf__max_depth': 10, 'clf__criterion': 'gini', 'clf__class_weight': 'balanced', 'clf__bootstrap': True}",0.45452023794129054,0.07164782324794822,0.26754385964912275,0.6103603603603605
36,"{'var_thresh__threshold': 0.15, 'imputer__weights': 'distance', 'imputer__n_neighbors': 1, 'clf__n_estimators': 1000, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 1, 'clf__max_features': 'log2', 'clf__max_depth': 60, 'clf__criterion': 'gini', 'clf__class_weight': None, 'clf__bootstrap': False}",0.45394532091900514,0.06496625159180729,0.2631578947368421,0.5657894736842105
17,"{'var_thresh__threshold': 0.1, 'imputer__weights': 'uniform', 'imputer__n_neighbors': 10, 'clf__n_estimators': 5000, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 1, 'clf__max_features': None, 'clf__max_depth': 70, 'clf__criterion': 'gini', 'clf__class_weight': 'balanced_subsample', 'clf__bootstrap': False}",0.45276154144575204,0.06141714878369312,0.30043859649122806,0.5526315789473684
59,"{'var_thresh__threshold': 0.15, 'imputer__weights': 'uniform', 'imputer__n_neighbors': 15, 'clf__n_estimators': 1000, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__max_depth': 50, 'clf__criterion': 'gini', 'clf__class_weight': 'balanced_subsample', 'clf__bootstrap': True}",0.45175503254450633,0.0697700291314753,0.28289473684210525,0.5878378378378379
56,"{'var_thresh__threshold': 0.2, 'imputer__weights': 'distance', 'imputer__n_neighbors': 15, 'clf__n_estimators': 500, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__max_depth': 50, 'clf__criterion': 'entropy', 'clf__class_weight': 'balanced_subsample', 'clf__bootstrap': True}",0.45165761455235137,0.07523114106529243,0.2543859649122807,0.6030701754385965
70,"{'var_thresh__threshold': 0.15, 'imputer__weights': 'uniform', 'imputer__n_neighbors': 20, 'clf__n_estimators': 500, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 1, 'clf__max_features': 'log2', 'clf__max_depth': 80, 'clf__criterion': 'gini', 'clf__class_weight': 'balanced', 'clf__bootstrap': True}",0.45156127419285313,0.07165268673445066,0.2741228070175439,0.5945945945945945
90,"{'var_thresh__threshold': 0.2, 'imputer__weights': 'distance', 'imputer__n_neighbors': 5, 'clf__n_estimators': 1000, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__max_depth': 40, 'clf__criterion': 'gini', 'clf__class_weight': None, 'clf__bootstrap': True}",0.4514067416698996,0.06389596207033678,0.2741228070175439,0.5592105263157894
37,"{'var_thresh__threshold': 0.15, 'imputer__weights': 'distance', 'imputer__n_neighbors': 10, 'clf__n_estimators': 5000, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 1, 'clf__max_features': None, 'clf__max_depth': 60, 'clf__criterion': 'gini', 'clf__class_weight': 'balanced', 'clf__bootstrap': False}",0.45109261175050647,0.06064706329489035,0.29824561403508776,0.5504385964912281
