,params,mean_test_score,std_test_score,min_test_score,max_test_score
80,"{'var_thresh__threshold': 0.0, 'imputer__weights': 'uniform', 'imputer__n_neighbors': 10, 'clf__n_estimators': 5000, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 4, 'clf__max_features': 'log2', 'clf__max_depth': 20, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__bootstrap': True}",0.7738524846033217,0.051530445685339925,0.6909657320872273,0.85702170963365
76,"{'var_thresh__threshold': 0.0, 'imputer__weights': 'uniform', 'imputer__n_neighbors': 1, 'clf__n_estimators': 5000, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 4, 'clf__max_features': 'log2', 'clf__max_depth': 30, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__bootstrap': False}",0.7711908849972735,0.05322981022806824,0.6814641744548287,0.8726255088195387
44,"{'var_thresh__threshold': 0.0, 'imputer__weights': 'uniform', 'imputer__n_neighbors': 1, 'clf__n_estimators': 2000, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 2, 'clf__max_features': 'log2', 'clf__max_depth': 20, 'clf__criterion': 'entropy', 'clf__class_weight': 'balanced', 'clf__bootstrap': False}",0.7701486788656546,0.0524209071272457,0.6834890965732088,0.8700814111261872
53,"{'var_thresh__threshold': 0.0, 'imputer__weights': 'distance', 'imputer__n_neighbors': 1, 'clf__n_estimators': 500, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 2, 'clf__max_features': 'log2', 'clf__max_depth': 20, 'clf__criterion': 'gini', 'clf__class_weight': 'balanced_subsample', 'clf__bootstrap': True}",0.7686998144367374,0.053864760876631175,0.6735202492211838,0.8665196743554953
99,"{'var_thresh__threshold': 0.0, 'imputer__weights': 'uniform', 'imputer__n_neighbors': 1, 'clf__n_estimators': 500, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 2, 'clf__max_features': 'log2', 'clf__max_depth': 10, 'clf__criterion': 'entropy', 'clf__class_weight': 'balanced', 'clf__bootstrap': True}",0.768632191633168,0.05416834345838422,0.6691588785046728,0.8634667571234735
52,"{'var_thresh__threshold': 0.0, 'imputer__weights': 'uniform', 'imputer__n_neighbors': 5, 'clf__n_estimators': 1000, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 1, 'clf__max_features': 'log2', 'clf__max_depth': 50, 'clf__criterion': 'entropy', 'clf__class_weight': 'balanced', 'clf__bootstrap': True}",0.7685057824725142,0.053984761098190295,0.678816199376947,0.8705902306648575
21,"{'var_thresh__threshold': 0.0, 'imputer__weights': 'uniform', 'imputer__n_neighbors': 5, 'clf__n_estimators': 5000, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 1, 'clf__max_features': 'log2', 'clf__max_depth': 50, 'clf__criterion': 'gini', 'clf__class_weight': None, 'clf__bootstrap': True}",0.7682182080252941,0.05567148681937445,0.6827102803738317,0.8868724559023067
65,"{'var_thresh__threshold': 0.0, 'imputer__weights': 'distance', 'imputer__n_neighbors': 20, 'clf__n_estimators': 500, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__max_depth': 80, 'clf__criterion': 'gini', 'clf__class_weight': None, 'clf__bootstrap': True}",0.7679768246701919,0.05374158557766798,0.6875389408099688,0.8770352781546811
43,"{'var_thresh__threshold': 0.0, 'imputer__weights': 'uniform', 'imputer__n_neighbors': 20, 'clf__n_estimators': 500, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 1, 'clf__max_features': 'log2', 'clf__max_depth': 70, 'clf__criterion': 'gini', 'clf__class_weight': None, 'clf__bootstrap': True}",0.767267318885606,0.054525809215943126,0.6831775700934579,0.8697421981004071
12,"{'var_thresh__threshold': 0.0, 'imputer__weights': 'uniform', 'imputer__n_neighbors': 1, 'clf__n_estimators': 5000, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 1, 'clf__max_features': 'log2', 'clf__max_depth': 20, 'clf__criterion': 'gini', 'clf__class_weight': 'balanced', 'clf__bootstrap': False}",0.7646339257408793,0.056321088233694666,0.6841121495327103,0.8909430122116688
